-1.99997	-2.00007	3200.04	5.79986e-11	190
1.9609	1.96076	0.306857	0.313763	188
1.98043	1.98048	0.0764234	0.31688	194
1.98688	1.98717	0.0336543	0.317928	199
1.99023	1.99023	0.0190876	0.318439	199
1.99232	1.99239	0.0116894	0.318778	198
1.99371	1.99373	0.00789114	0.318996	197
1.99459	1.9947	0.0057355	0.319144	190
1.9956	1.99559	0.00388296	0.319295	186
1.99596	1.99596	0.00326562	0.319354	273
1.99626	1.99633	0.00274479	0.319408	202
1.99685	1.99679	0.00202274	0.319491	199
1.99707	1.99707	0.00171913	0.319531	272
1.99733	1.99734	0.00142103	0.319574	193
1.99754	1.99755	0.00120605	0.319607	271
1.99773	1.99772	0.00103508	0.319636	201
1.99797	1.99786	0.000868481	0.319667	200
1.99806	1.99941	0.000412631	0.319797	122
1.99818	1.99818	0.000663851	0.319709	273
1.99852	1.99826	0.000521821	0.319742	193
1.99842	1.99841	0.000502794	0.319746	194
1.99825	1.99859	0.00050238	0.319748	199
1.99854	1.99863	0.000400573	0.319774	193
1.99871	1.99867	0.000343294	0.31979	181
1.99868	1.99863	0.000362569	0.319785	198
1.99876	1.99878	0.000303034	0.319803	202
1.99879	1.99886	0.000275926	0.319812	189
1.99902	1.99883	0.000232591	0.319828	184
1.99888	1.99894	0.000239007	0.319825	202
1.99884	1.99913	0.000208927	0.319838	202
1.99907	1.99907	0.000174386	0.319851	273
1.99918	1.99912	0.000145466	0.319864	189
1.99906	1.99908	0.000172995	0.319851	198
1.99919	1.99919	0.000131729	0.31987	264
1.99939	1.99936	7.83128e-05	0.3199	199
1.99927	1.9993	0.000102361	0.319886	191
1.99928	1.99886	0.00018119	0.319851	113
1.99938	1.99927	9.15433e-05	0.319892	196
1.9993	1.99935	9.11048e-05	0.319892	183
1.99938	1.99937	7.81264e-05	0.3199	194
1.9994	1.99938	7.52084e-05	0.319902	190
1.99945	1.99935	7.17965e-05	0.319904	192
1.9995	1.99949	5.14782e-05	0.319919	197
1.99955	1.9994	5.65877e-05	0.319916	195
1.99944	1.99949	5.77358e-05	0.319914	190
1.99955	1.99949	4.61237e-05	0.319923	197
1.99954	1.99953	4.38933e-05	0.319925	200
1.99947	1.99955	4.77191e-05	0.319922	188
1.99965	1.99957	3.04645e-05	0.319938	181
1.99958	1.99958	3.45763e-05	0.319933	269
1.9994	1.99968	4.64027e-05	0.319926	191
1.99966	1.99959	2.83773e-05	0.31994	195
1.99957	1.9996	3.47719e-05	0.319933	194
1.99968	1.99959	2.6809e-05	0.319942	196
1.9997	2.00004	8.91422e-06	0.319979	114
1.99987	1.99954	2.27044e-05	0.319953	196
1.99977	1.9997	1.41135e-05	0.319958	193
1.99965	1.99971	2.08071e-05	0.319949	181
1.99971	1.99971	1.67414e-05	0.319954	263
1.99972	1.99972	1.55072e-05	0.319955	271
1.99977	1.99975	1.16635e-05	0.319961	203
1.9996	1.99977	2.15191e-05	0.319949	194
1.9997	1.9998	1.29114e-05	0.31996	200
1.99989	1.99967	1.2003e-05	0.319965	110
1.99982	1.99987	4.89111e-06	0.319975	191
1.99977	1.99984	7.84051e-06	0.319969	187
1.9999	1.99976	6.94288e-06	0.319973	196
1.9998	1.9998	7.78008e-06	0.319968	269
2.00002	1.99978	4.65475e-06	0.319984	191
1.99974	1.99979	1.11754e-05	0.319962	199
1.99982	1.99984	5.96708e-06	0.319972	190
1.99985	1.99987	3.89474e-06	0.319978	182
1.99996	1.99992	8.48901e-07	0.31999	188
1.99998	1.99971	8.40608e-06	0.319975	190
1.99986	1.99986	3.93383e-06	0.319978	270
1.99982	1.99992	3.83395e-06	0.319979	200
1.99984	1.99988	3.9502e-06	0.319978	190
1.99982	1.99984	5.79697e-06	0.319973	196
1.99991	1.99996	9.95484e-07	0.31999	187
1.99989	1.99989	2.26533e-06	0.319983	269
1.9999	1.9999	2.03818e-06	0.319984	270
2	1.99993	5.59035e-07	0.319994	182
1.99998	1.99992	6.89956e-07	0.319992	197
1.99975	1.99998	6.2876e-06	0.319979	113
1.99923	1.99787	0.000513565	0.319768	121
1.99984	2.0002	6.31675e-06	0.320003	115
2.00003	1.99985	2.40965e-06	0.31999	191
1.99994	1.99994	6.93168e-07	0.319991	271
1.99997	1.99996	2.27236e-07	0.319995	189
1.99988	1.99991	2.25723e-06	0.319983	202
2.00003	1.99994	4.49814e-07	0.319997	196
2	1.99995	2.44733e-07	0.319996	196
2.00007	1.99993	1.08419e-06	0.32	201
1.99999	1.99993	4.7552e-07	0.319994	195
2.00013	2.00018	5.06258e-06	0.320025	189
1.99999	1.99998	6.78463e-08	0.319997	189
2.00005	1.99995	5.51384e-07	0.32	188
2.00011	1.99998	1.26215e-06	0.320007	189
1.99994	1.9999	1.30974e-06	0.319988	183
2.00003	2.00002	9.63885e-08	0.320003	196
2.0001	2.00005	1.31761e-06	0.320012	195
