0	0
0.0291223	0.563098
0.108942	1.01588
0.229004	1.36984
0.379991	1.6362
0.553687	1.82578
0.742931	1.94882
0.941557	2.01497
1.14433	2.03314
1.34686	2.01157
1.54557	1.95769
1.73755	1.87824
1.92056	1.77919
2.09291	1.66581
2.2534	1.54268
2.40126	1.41375
2.53607	1.28237
2.65774	1.15133
2.76643	1.02293
2.86248	0.899007
2.94643	0.780985
3.01891	0.669937
3.08067	0.566615
3.13251	0.471502
3.17526	0.384845
3.20976	0.306696
3.23688	0.236944
3.25742	0.175348
3.27221	0.121564
3.28198	0.0751668
3.28747	0.0356759
3.28933	0.00257164
3.28818	-0.0246879
3.28457	-0.0466532
3.27901	-0.0638717
3.27194	-0.0768788
3.26375	-0.0861904
3.2548	-0.0922968
3.24539	-0.0956586
3.23575	-0.0967039
3.22611	-0.0958261
3.21664	-0.0933832
3.20747	-0.0896976
3.19873	-0.0850566
3.19049	-0.0797137
3.1828	-0.0738896
3.17572	-0.0677747
3.16925	-0.0615305
3.16341	-0.0552922
3.15819	-0.0491709
3.15357	-0.0432555
3.14953	-0.0376158
3.14604	-0.0323041
3.14306	-0.0273572
3.14055	-0.0227993
3.13848	-0.0186429
3.13681	-0.0148913
3.13549	-0.0115397
3.13449	-0.00857734
3.13376	-0.00598803
3.13328	-0.00375192
3.133	-0.00184634
3.1329	-0.000246685
3.13294	0.00107274
3.13311	0.0021381
3.13336	0.00297548
3.13369	0.00361039
3.13408	0.00406747
3.1345	0.00437015
3.13495	0.00454047
3.13541	0.00459892
3.13587	0.00456436
3.13632	0.00445396
3.13675	0.0042832
3.13717	0.00406589
3.13757	0.00381421
3.13793	0.00353881
3.13827	0.00324885
3.13858	0.00295213
3.13886	0.00265518
3.13911	0.00236338
3.13934	0.00208105
3.13953	0.00181158
3.1397	0.00155753
3.13984	0.0013207
3.13996	0.0011023
3.14006	0.000902956
3.14015	0.000722869
3.14021	0.000561843
3.14026	0.00041938
3.14029	0.000294735
3.14032	0.000186976
3.14033	9.50347e-05
3.14034	1.77471e-05
3.14034	-4.6106e-05
3.14033	-9.77682e-05
3.14032	-0.000138481
3.1403	-0.000169461
3.14028	-0.000191885
3.14026	-0.000206871
3.14024	-0.000215474
3.14022	-0.000218677
3.1402	-0.000217381
3.14018	-0.000212411
3.14016	-0.00020451
3.14014	-0.000194341
3.14012	-0.000182491
3.1401	-0.000169472
3.14008	-0.000155725
3.14007	-0.000141627
3.14006	-0.000127494
3.14004	-0.000113586
3.14003	-0.000100112
3.14002	-8.72382e-05
3.14001	-7.50879e-05
3.14001	-6.37509e-05
3.14	-5.32863e-05
3.14	-4.37266e-05
3.13999	-3.50827e-05
3.13999	-2.73467e-05
3.13999	-2.04962e-05
3.13999	-1.44965e-05
3.13998	-9.30411e-06
3.13998	-4.86856e-06
3.13998	-1.13487e-06
3.13998	1.9548e-06
3.13998	4.45955e-06
3.13998	6.43847e-06
3.13999	7.94958e-06
3.13999	9.049e-06
3.13999	9.79023e-06
3.13999	1.02237e-05
3.13999	1.03964e-05
3.13999	1.03516e-05
3.13999	1.01288e-05
3.13999	9.76377e-06
3.13999	9.28828e-06
3.13999	8.73057e-06
3.14	8.11527e-06
3.14	7.4637e-06
3.14	6.794e-06
3.14	6.12144e-06
3.14	5.4586e-06
3.14	4.81566e-06
3.14	4.20063e-06
3.14	3.61959e-06
3.14	3.07693e-06
3.14	2.57557e-06
3.14	2.11716e-06
3.14	1.70229e-06
3.14	1.33067e-06
3.14	1.00128e-06
3.14	7.1252e-07
3.14	4.62344e-07
3.14	2.48383e-07
3.14	6.80339e-08
3.14	-8.14437e-08
3.14	-2.02859e-07
3.14	-2.99024e-07
3.14	-3.72705e-07
3.14	-4.2658e-07
3.14	-4.63206e-07
3.14	-4.84993e-07
3.14	-4.94191e-07
3.14	-4.92876e-07
3.14	-4.82941e-07
3.14	-4.66099e-07
3.14	-4.43882e-07
3.14	-4.17645e-07
3.14	-3.88575e-07
3.14	-3.57698e-07
3.14	-3.2589e-07
3.14	-2.93889e-07
3.14	-2.62303e-07
3.14	-2.31626e-07
3.14	-2.02248e-07
3.14	-1.74464e-07
3.14	-1.48491e-07
3.14	-1.24472e-07
3.14	-1.02492e-07
3.14	-8.2582e-08
3.14	-6.47316e-08
3.14	-4.88949e-08
3.14	-3.49981e-08
3.14	-2.29456e-08
3.14	-1.26256e-08
3.14	-3.91531e-09
3.14	3.31532e-09
3.14	9.1997e-09
3.14	1.38717e-08
3.14	1.74631e-08
3.14	2.01018e-08
3.14	2.19098e-08
3.14	2.30026e-08
3.14	2.34876e-08
3.14	2.34645e-08
3.14	2.3024e-08
3.14	2.22483e-08
3.14	2.1211e-08
3.14	1.99773e-08
3.14	1.86042e-08
3.14	1.71414e-08
3.14	1.56309e-08
3.14	1.41084e-08
3.14	1.26035e-08
3.14	1.11399e-08
3.14	9.73673e-09
3.14	8.40833e-09
3.14	7.16527e-09
3.14	6.01472e-09
3.14	4.96086e-09
3.14	4.00542e-09
3.14	3.14806e-09
3.14	2.38672e-09
3.14	1.71799e-09
3.14	1.13739e-09
3.14	6.39688e-10
3.14	2.19058e-10
3.14	-1.30655e-10
3.14	-4.1579e-10
3.14	-6.42716e-10
3.14	-8.17715e-10
3.14	-9.46885e-10
3.14	-1.03606e-09
3.14	-1.09076e-09
3.14	-1.11613e-09
3.14	-1.11693e-09
3.14	-1.09753e-09
3.14	-1.06187e-09
3.14	-1.01348e-09
3.14	-9.55495e-10
3.14	-8.90666e-10
3.14	-8.21374e-10
3.14	-7.49659e-10
3.14	-6.77239e-10
3.14	-6.05542e-10
3.14	-5.35725e-10
3.14	-4.6871e-10
3.14	-4.05201e-10
3.14	-3.45714e-10
3.14	-2.90603e-10
3.14	-2.4008e-10
3.14	-1.94234e-10
3.14	-1.53058e-10
3.14	-1.16459e-10
3.14	-8.42815e-11
3.14	-5.6316e-11
3.14	-3.23154e-11
3.14	-1.20053e-11
3.14	4.90636e-12
3.14	1.87204e-11
3.14	2.974e-11
3.14	3.82644e-11
3.14	4.45846e-11
3.14	4.89791e-11
3.14	5.17119e-11
3.14	5.30294e-11
3.14	5.316e-11
3.14	5.23124e-11
3.14	5.0676e-11
3.14	4.84204e-11
3.14	4.56965e-11
3.14	4.26365e-11
3.14	3.93551e-11
3.14	3.59507e-11
3.14	3.25063e-11
3.14	2.9091e-11
3.14	2.57608e-11
3.14	2.25606e-11
3.14	1.95245e-11
3.14	1.6678e-11
3.14	1.40384e-11
3.14	1.16165e-11
3.14	9.41684e-12
3.14	7.43949e-12
3.14	5.68036e-12
3.14	4.13222e-12
3.14	2.78536e-12
3.14	1.62815e-12
3.14	6.47689e-13
3.14	-1.69944e-13
3.14	-8.39052e-13
