-3.45346	9.49138	0.759772	0.75994	3.07591	15.2336	199
-2.03274	-0.936598	0.799928	0.800075	2.87999	15.68	183
-1.71268	3.28237	0.840072	0.840039	2.69094	16.1318	186
5.2243	-1.0304	0.879986	0.879979	2.50888	16.5886	188
-3.42119	-0.649071	0.920052	0.919913	2.33288	17.0526	185
-8.93171	-5.62025	0.959999	0.96	2.1632	17.5232	269
-8.37843	-2.47912	0.999996	1.00001	2	18	196
0.370647	-5.80635	1.03982	1.04001	1.84353	18.4822	188
-3.00313	6.86066	1.08006	1.08002	1.69266	18.9733	197
7.47514	1.52138	1.11999	1.11987	1.54905	19.4679	189
-6.43856	9.90992	1.15989	1.15995	1.41146	19.9702	203
-5.95858	-9.27823	1.20006	1.19998	1.27994	20.4803	204
3.16351	-1.61133	1.2402	1.24008	1.15477	20.997	184
4.72574	-8.48241	1.28013	1.28002	1.03658	21.5178	197
-0.101499	1.70672	1.32008	1.31973	0.925061	22.0435	111
0.734214	-5.62247	1.35975	1.36001	0.819503	22.5776	188
-0.503522	2.09539	1.40025	1.39985	0.719882	23.1207	113
-2.98679	-1.11395	1.44004	1.43996	0.627196	23.6672	189
-6.23885	-8.79989	1.48	1.48	0.540802	24.2208	204
5.82078	-1.17645	1.51999	1.51999	0.460826	24.7806	190
9.94801	-5.41298	1.56012	1.56008	0.38703	25.3486	203
5.14502	9.41317	1.59982	1.60004	0.320111	25.919	197
4.91455	9.02897	1.64025	1.63995	0.259062	26.5006	196
-4.46281	-7.48464	1.67999	1.68	0.204804	27.0848	201
9.4467	4.52566	1.71994	1.72009	0.156783	27.677	196
7.39954	0.0521819	1.76001	1.76002	0.115188	28.2754	188
0.506063	-5.93256	1.79989	1.80001	0.0800401	28.8792	187
4.44827	5.02976	1.84019	1.83991	0.0511682	29.492	188
1.04766	-6.58776	1.88009	1.88	0.0287804	30.1094	188
5.51669	1.10605	1.92006	1.92012	0.0127705	30.7342	183
-3.2822	6.7548	1.9601	1.96006	0.00318722	31.3645	196
-2.72031	7.30852	2.0001	2.00005	1.31761e-08	32.0012	195
