4.67329	-0.591162	-1.99997	-2.00007	32.0004	5.79986e-09	190
-0.0961399	-2.98816	-1.95994	-1.96023	31.3645	0.0031867	112
-1.08202	8.15475	-1.92001	-1.92	30.7329	0.0127984	192
-3.53463	-7.18395	-1.88089	-1.88123	30.1253	0.0282927	121
-6.63354	6.52115	-1.84002	-1.84001	29.4914	0.0511917	200
6.38054	-5.92888	-1.8	-1.8	28.88	0.0800017	199
-2.22605	8.54326	-1.75984	-1.75999	28.2739	0.11528	193
0.33036	-5.75435	-1.72	-1.72	27.6768	0.156798	188
5.88304	0.067043	-1.67996	-1.68007	27.085	0.20478	192
-8.70531	-8.81212	-1.64001	-1.63999	26.4992	0.259197	201
-5.24699	9.73941	-1.59998	-1.6	25.9198	0.320017	199
6.4081	-7.21627	-1.56001	-1.56001	25.3474	0.38718	199
-6.45018	-9.78592	-1.52018	-1.51994	24.7817	0.46068	199
8.24188	-0.385262	-1.48003	-1.47986	24.22	0.540915	191
-8.21007	9.72159	-1.44003	-1.44001	23.6674	0.627162	204
-9.06144	6.36586	-1.39989	-1.39995	23.1189	0.720191	202
-4.95278	-4.49688	-1.36021	-1.3599	22.5799	0.819061	188
1.91258	-3.67858	-1.32012	-1.32008	22.0461	0.924533	187
-8.9245	-8.70537	-1.28008	-1.27996	21.5171	1.03674	201
-0.419356	-6.13912	-1.24005	-1.24	20.9955	1.15512	186
-2.66177	5.98436	-1.20074	-1.19814	20.4728	1.2818	124
6.87458	7.8369	-1.16	-1.16	19.9712	1.4112	270
-4.37335	-1.21799	-1.12025	-1.11986	19.4695	1.54861	116
0.993478	4.90568	-1.08013	-1.07998	18.9735	1.6926	192
-8.05912	4.95593	-1.04007	-1.04004	18.4838	1.843	201
9.54684	-5.49056	-1.00012	-1.00015	18.0016	1.99947	201
1.43267	-6.54945	-0.960085	-0.960017	17.5238	2.16299	191
-1.5533	0.109366	-0.920326	-0.91997	17.0545	2.33216	110
8.69778	-7.2575	-0.880001	-0.879999	16.5888	2.5088	268
9.87842	8.24856	-0.839999	-0.839999	16.1312	2.6912	273
-8.77602	-9.23164	-0.79978	-0.800109	15.6794	2.88027	202
3.0788	-5.88681	-0.759836	-0.759933	15.2339	3.07577	193
9.03204	-2.71299	-0.719935	-0.719788	14.7953	3.27751	193
-9.81044	-0.934107	-0.679987	-0.679848	14.3639	3.48524	190
-5.62691	7.34763	-0.640178	-0.640058	13.9404	3.69856	199
8.99637	0.154657	-0.599998	-0.600005	13.52	3.91999	191
2.37978	3.66851	-0.560175	-0.559939	13.1078	4.14687	192
8.08574	5.50388	-0.52	-0.520001	12.7008	4.3808	269
2.01912	5.02842	-0.479921	-0.480016	12.3005	4.62099	192
-1.10028	8.71662	-0.439987	-0.440001	11.9071	4.86724	190
-6.32434	2.80058	-0.400018	-0.40002	11.5202	5.11988	194
8.97793	3.79867	-0.359971	-0.360031	11.1392	5.37919	200
-4.56277	6.31165	-0.320134	-0.320045	10.7656	5.6442	197
-5.32707	-1.91159	-0.280073	-0.279906	10.3967	5.91687	187
1.55243	9.85725	-0.239847	-0.240014	10.0346	6.19569	195
7.43657	7.49611	-0.200052	-0.199973	9.68011	6.47991	203
9.4226	7.03181	-0.16	-0.159999	9.33119	6.7712	270
1.17792	-6.13397	-0.120524	-0.118536	8.98482	7.07234	121
2.48935	-1.22272	-0.0799501	-0.0803986	8.65425	7.37146	114
-9.3217	-4.64112	-0.0398172	-0.0401916	8.32324	7.68317	198
-1.68151	-2.65809	0.000171765	-5.91687e-05	7.99955	8.00045	182
-3.37302	-3.073	0.0402003	0.0398723	7.68292	8.3235	188
6.3627	-2.21191	0.0799473	0.0799276	7.37328	8.65228	193
9.48425	4.78041	0.120103	0.119891	7.06882	8.98878	200
4.33879	0.696568	0.160074	0.159797	6.77167	9.33065	185
-3.81274	-2.47806	0.199873	0.200104	6.48008	9.6799	189
-0.46543	8.66295	0.239938	0.239998	6.19543	10.0349	190
3.09359	4.51611	0.279955	0.280015	5.9169	10.3967	192
-9.72471	-0.878019	0.320016	0.319925	5.645	10.7645	190
-7.10905	-8.16534	0.36017	0.359921	5.3789	11.1396	202
9.45919	-7.69336	0.399999	0.400001	5.12	11.52	269
-0.621669	-6.238	0.439879	0.44001	4.86755	11.9067	187
9.88365	6.8975	0.48	0.48	4.6208	12.3008	269
3.26372	2.62638	0.520043	0.519962	4.38079	12.7008	186
-6.82678	3.5575	0.559901	0.55986	4.14789	13.106	195
6.96478	2.26707	0.599899	0.600165	3.91982	13.5203	191
6.21289	7.34934	0.640119	0.63995	3.69901	13.9396	199
-7.8919	-4.15636	0.68006	0.679942	3.48479	14.3648	199
-0.00796252	-5.86529	0.719749	0.720015	3.2774	14.7955	187
