4.98526	1.01637	11.1548
4.97053	1.03097	12.2641
4.95583	1.04548	13.3303
4.94115	1.0599	14.3558
4.92649	1.07423	15.3426
4.91186	1.08847	16.2928
4.89724	1.10262	17.2083
4.88265	1.11667	18.0908
4.86808	1.13064	18.9419
4.85353	1.14453	19.7632
4.839	1.15832	20.5561
4.8245	1.17204	21.3219
4.81001	1.18566	22.062
4.79555	1.1992	22.7774
4.78111	1.21266	23.4694
4.76669	1.22604	24.1389
4.7523	1.23933	24.7869
4.73792	1.25254	25.4145
4.72357	1.26568	26.0224
4.70924	1.27873	26.6115
4.69493	1.2917	27.1826
4.68064	1.3046	27.7364
4.66638	1.31741	28.2737
4.65213	1.33015	28.795
4.63791	1.34281	29.3011
4.62371	1.3554	29.7925
4.60953	1.36791	30.2699
4.59537	1.38034	30.7336
4.58124	1.3927	31.1844
4.56712	1.40499	31.6226
4.55303	1.4172	32.0487
4.53896	1.42934	32.4631
4.52492	1.44141	32.8664
4.51089	1.4534	33.2588
4.49688	1.46533	33.6408
4.4829	1.47718	34.0127
4.46894	1.48896	34.3749
4.455	1.50068	34.7277
4.44108	1.51232	35.0714
4.42719	1.52389	35.4064
4.41331	1.5354	35.7329
4.39946	1.54684	36.0513
4.38563	1.55821	36.3617
4.37182	1.56951	36.6644
4.35804	1.58075	36.9597
4.34427	1.59192	37.2479
4.33053	1.60302	37.529
4.31681	1.61406	37.8035
4.30311	1.62504	38.0713
4.28943	1.63594	38.3329
4.27577	1.64679	38.5883
4.26214	1.65757	38.8378
4.24852	1.66829	39.0814
4.23493	1.67894	39.3195
4.22136	1.68953	39.5521
4.20782	1.70006	39.7794
4.19429	1.71053	40.0015
4.18079	1.72093	40.2187
4.16731	1.73128	40.431
4.15385	1.74156	40.6386
4.14041	1.75178	40.8416
4.12699	1.76194	41.0401
4.1136	1.77205	41.2343
4.10022	1.78209	41.4243
4.08687	1.79207	41.6101
4.07354	1.802	41.792
4.06023	1.81186	41.9699
4.04695	1.82167	42.1441
4.03368	1.83142	42.3145
4.02044	1.84111	42.4814
4.00722	1.85074	42.6447
3.99402	1.86032	42.8047
3.98084	1.86984	42.9612
3.96769	1.87931	43.1146
3.95455	1.88871	43.2647
3.94144	1.89807	43.4118
3.92835	1.90736	43.5558
3.91528	1.9166	43.6969
3.90224	1.92579	43.8351
3.88921	1.93492	43.9705
3.87621	1.944	44.1032
3.86323	1.95302	44.2332
3.85027	1.96199	44.3605
3.83733	1.9709	44.4853
3.82442	1.97976	44.6076
3.81152	1.98857	44.7275
3.79865	1.99733	44.845
3.7858	2.00603	44.9602
3.77297	2.01468	45.073
3.76016	2.02328	45.1837
3.74738	2.03182	45.2921
3.73461	2.04032	45.3985
3.72187	2.04876	45.5027
3.70915	2.05715	45.6049
3.69645	2.06549	45.7051
3.68378	2.07378	45.8034
3.67112	2.08202	45.8997
3.65849	2.09021	45.9941
3.64588	2.09835	46.0868
3.63329	2.10644	46.1776
3.62072	2.11448	46.2666
3.60818	2.12247	46.354
3.59565	2.13041	46.4396
3.58315	2.13831	46.5236
3.57067	2.14615	46.606
3.55821	2.15395	46.6867
3.54577	2.16169	46.766
3.53336	2.16939	46.8436
3.52097	2.17705	46.9198
3.50859	2.18465	46.9945
3.49624	2.19221	47.0678
3.48392	2.19971	47.1397
3.47161	2.20718	47.2101
3.45933	2.21459	47.2792
3.44706	2.22196	47.347
3.43482	2.22928	47.4134
3.4226	2.23656	47.4786
3.41041	2.24379	47.5425
3.39823	2.25097	47.6052
3.38608	2.25811	47.6666
3.37394	2.26521	47.7269
3.36183	2.27225	47.7859
3.34974	2.27926	47.8439
3.33768	2.28622	47.9006
3.32563	2.29313	47.9563
3.31361	2.3	48.0109
3.30161	2.30682	48.0644
3.28963	2.3136	48.1168
3.27767	2.32034	48.1682
3.26573	2.32703	48.2186
3.25382	2.33368	48.268
3.24193	2.34029	48.3164
3.23006	2.34685	48.3638
3.21821	2.35337	48.4103
3.20638	2.35984	48.4558
3.19457	2.36628	48.5004
3.18279	2.37267	48.5441
3.17103	2.37901	48.5869
3.15929	2.38532	48.6288
3.14757	2.39158	48.6699
3.13587	2.39781	48.7101
3.1242	2.40399	48.7495
3.11255	2.41012	48.788
3.10091	2.41622	48.8257
3.08931	2.42228	48.8627
3.07772	2.42829	48.8988
3.06615	2.43427	48.9342
3.05461	2.4402	48.9688
3.04308	2.44609	49.0027
3.03158	2.45194	49.0358
3.02011	2.45775	49.0682
3.00865	2.46352	49.0999
2.99721	2.46925	49.1308
2.9858	2.47494	49.1611
2.97441	2.48059	49.1907
2.96304	2.48621	49.2196
2.95169	2.49178	49.2478
2.94036	2.49731	49.2754
2.92906	2.5028	49.3023
2.91778	2.50826	49.3286
2.90651	2.51367	49.3543
2.89527	2.51905	49.3794
2.88406	2.52439	49.4038
2.87286	2.52969	49.4276
2.86169	2.53495	49.4508
2.85053	2.54017	49.4735
2.8394	2.54535	49.4956
2.8283	2.5505	49.5171
2.81721	2.55561	49.538
2.80614	2.56068	49.5584
2.7951	2.56571	49.5782
2.78408	2.57071	49.5975
2.77308	2.57567	49.6162
2.7621	2.58059	49.6345
2.75114	2.58547	49.6522
2.74021	2.59032	49.6693
2.7293	2.59513	49.686
2.71841	2.59991	49.7022
2.70754	2.60464	49.7179
2.69669	2.60935	49.7331
2.68586	2.61401	49.7478
2.67506	2.61864	49.762
2.66428	2.62323	49.7758
2.65352	2.62779	49.7891
2.64278	2.63231	49.802
2.63206	2.6368	49.8144
2.62137	2.64125	49.8263
2.61069	2.64566	49.8378
2.60004	2.65004	49.8489
2.58941	2.65438	49.8595
2.5788	2.65869	49.8697
2.56822	2.66297	49.8795
2.55765	2.66721	49.8888
2.54711	2.67141	49.8978
2.53659	2.67558	49.9063
2.52609	2.67972	49.9145
2.51561	2.68382	49.9222
2.50516	2.68789	49.9296
2.49472	2.69192	49.9365
2.48431	2.69592	49.9431
2.47392	2.69988	49.9493
2.46355	2.70381	49.9551
2.45321	2.70771	49.9606
2.44288	2.71157	49.9656
2.43258	2.7154	49.9703
2.4223	2.7192	49.9747
2.41204	2.72297	49.9787
2.4018	2.7267	49.9823
2.39158	2.73039	49.9856
2.38139	2.73406	49.9885
2.37122	2.73769	49.9911
2.36107	2.74129	49.9934
2.35094	2.74486	49.9953
2.34083	2.74839	49.9969
2.33074	2.75189	49.9982
2.32068	2.75536	49.9991
2.31064	2.7588	49.9997
2.30062	2.76221	50
2.29062	2.76558	50
2.28064	2.76892	49.9996
2.27069	2.77223	49.999
2.26076	2.77551	49.998
2.25085	2.77875	49.9968
2.24096	2.78197	49.9952
2.23109	2.78515	49.9934
2.22124	2.78831	49.9912
2.21142	2.79143	49.9887
2.20162	2.79452	49.986
2.19184	2.79758	49.983
2.18208	2.8006	49.9797
2.17234	2.8036	49.9761
2.16262	2.80657	49.9722
2.15293	2.80951	49.968
2.14326	2.81241	49.9636
2.13361	2.81529	49.9589
2.12398	2.81813	49.9539
2.11437	2.82095	49.9487
2.10479	2.82373	49.9432
2.09523	2.82649	49.9374
2.08569	2.82921	49.9313
2.07617	2.83191	49.925
2.06667	2.83457	49.9185
2.05719	2.83721	49.9117
2.04774	2.83981	49.9046
2.03831	2.84239	49.8973
2.0289	2.84494	49.8897
2.01951	2.84746	49.8819
2.01014	2.84994	49.8738
2.0008	2.8524	49.8655
1.99147	2.85483	49.857
1.98217	2.85724	49.8482
1.97289	2.85961	49.8392
1.96363	2.86195	49.8299
1.9544	2.86427	49.8204
1.94518	2.86656	49.8107
1.93599	2.86881	49.8007
1.92682	2.87104	49.7906
1.91767	2.87325	49.7801
1.90854	2.87542	49.7695
1.89944	2.87757	49.7586
1.89035	2.87968	49.7475
1.88129	2.88177	49.7362
1.87225	2.88383	49.7247
1.86323	2.88587	49.7129
1.85424	2.88787	49.7009
1.84526	2.88985	49.6888
1.83631	2.8918	49.6764
1.82738	2.89373	49.6637
1.81847	2.89562	49.6509
1.80958	2.89749	49.6379
1.80071	2.89933	49.6246
1.79187	2.90115	49.6112
1.78305	2.90293	49.5975
1.77424	2.90469	49.5836
1.76547	2.90643	49.5696
1.75671	2.90813	49.5553
1.74797	2.90981	49.5408
1.73926	2.91147	49.5261
1.73057	2.91309	49.5113
1.7219	2.91469	49.4962
1.71325	2.91627	49.4809
1.70462	2.91781	49.4654
1.69602	2.91933	49.4498
1.68743	2.92083	49.4339
1.67887	2.9223	49.4179
1.67033	2.92374	49.4016
1.66182	2.92516	49.3852
1.65332	2.92655	49.3686
1.64485	2.92791	49.3518
1.63639	2.92925	49.3348
1.62796	2.93057	49.3176
1.61955	2.93185	49.3002
1.61117	2.93312	49.2826
1.6028	2.93435	49.2649
1.59446	2.93557	49.247
1.58614	2.93675	49.2289
1.57784	2.93791	49.2106
1.56956	2.93905	49.1921
1.5613	2.94016	49.1735
1.55307	2.94125	49.1546
1.54485	2.94231	49.1356
1.53666	2.94334	49.1164
1.52849	2.94436	49.0971
1.52035	2.94534	49.0775
1.51222	2.94631	49.0578
1.50412	2.94724	49.0379
1.49603	2.94816	49.0179
1.48797	2.94905	48.9976
1.47993	2.94991	48.9772
1.47192	2.95075	48.9567
1.46392	2.95157	48.9359
1.45595	2.95236	48.915
1.448	2.95313	48.8939
1.44007	2.95387	48.8726
1.43216	2.95459	48.8512
1.42427	2.95529	48.8296
1.41641	2.95596	48.8079
1.40857	2.95661	48.7859
1.40075	2.95724	48.7638
1.39295	2.95784	48.7416
1.38517	2.95842	48.7192
1.37741	2.95897	48.6966
1.36968	2.9595	48.6738
1.36197	2.96001	48.6509
1.35428	2.96049	48.6278
1.34661	2.96096	48.6046
1.33896	2.9614	48.5812
1.33134	2.96181	48.5576
1.32373	2.9622	48.5339
1.31615	2.96257	48.51
1.30859	2.96292	48.486
1.30105	2.96325	48.4618
1.29354	2.96355	48.4374
1.28604	2.96383	48.4129
1.27857	2.96408	48.3882
1.27112	2.96432	48.3634
1.26369	2.96453	48.3384
1.25628	2.96472	48.3132
1.2489	2.96488	48.2879
1.24153	2.96503	48.2624
1.23419	2.96515	48.2368
1.22687	2.96525	48.211
1.21957	2.96533	48.1851
1.2123	2.96539	48.159
1.20504	2.96542	48.1328
1.19781	2.96543	48.1064
1.1906	2.96542	48.0798
1.18341	2.96539	48.0531
1.17624	2.96534	48.0263
1.16909	2.96527	47.9993
1.16197	2.96517	47.9721
1.15487	2.96506	47.9448
1.14779	2.96492	47.9173
1.14073	2.96476	47.8897
1.13369	2.96458	47.862
1.12668	2.96437	47.834
1.11968	2.96415	47.806
1.11271	2.96391	47.7777
1.10576	2.96364	47.7494
1.09883	2.96335	47.7209
1.09193	2.96305	47.6922
1.08504	2.96272	47.6634
1.07818	2.96237	47.6344
1.07134	2.962	47.6053
1.06452	2.96161	47.576
1.05772	2.9612	47.5466
1.05094	2.96077	47.517
