223.064	45.8394	200.051	20.4424	0.511881	1.50473	311
566.031	11.1612	200	20.912	0.53553	1.373	305
827.84	27.3352	198.963	-12.3344	0.185342	11.1686	479
851.772	32.592	348.393	22.7939	1.10834	5.14151	314
948.863	29.1897	200.083	21.2407	0.552732	1.29156	249
372.765	16.6153	200.008	19.7522	0.477796	1.72518	370
338.097	29.2516	200.016	19.6211	0.471494	1.77198	375
320.1	47.0546	200.083	19.4961	0.46566	1.81972	378
868.141	40.4654	198.977	-12.3349	0.185368	11.1694	388
888.365	30.3965	199.978	19.9692	0.488281	1.65068	249
874.774	15.9775	200.902	31.1967	1.1972	0.280981	309
883.389	43.9843	200.24	18.9934	0.442306	2.02488	321
876.872	38.2722	200	18.9407	0.439325	2.04017	382
693.306	48.3652	200.166	18.9473	0.439998	2.04237	382
510.843	46.7813	200.545	18.9607	0.441453	2.04822	317
750.689	24.0765	200.066	19.8478	0.482573	1.69367	244
706.235	45.9189	200.186	18.9461	0.439986	2.04353	318
559.81	14.9626	200.012	19.8407	0.482099	1.69473	240
848.898	43.2429	200.054	18.9432	0.439559	2.04073	321
275.895	31.956	211.117	19.2861	0.480812	2.23229	311
266.302	45.3042	200.063	18.9432	0.43958	2.04102	312
987.367	34.9641	200.01	19.879	0.483953	1.68165	250
692.598	17.2613	201.07	20.1411	0.499433	1.62132	244
229.112	43.5841	200	18.9394	0.439265	2.04071	385
999.995	44.4318	198.939	-12.3336	0.185295	11.1676	391
658.862	12.9643	199.759	26.6119	0.866209	0.521649	306
778.494	29.9502	198.96	-12.3348	0.185349	11.1669	480
817.131	36.9284	200.067	18.9422	0.439542	2.04158	322
997.275	11.8286	198.958	-12.3357	0.185377	11.163	481
493.475	39.3262	200.116	18.9466	0.439857	2.04116	378
439.927	10.0362	200.013	18.9408	0.439359	2.0405	368
801.335	44.2678	200.099	18.951	0.440021	2.03874	387
526.559	46.3396	200.147	18.9495	0.440059	2.04085	316
264.589	32.412	200.007	18.9702	0.440709	2.02774	309
665.408	11.062	200.053	18.945	0.439642	2.03993	379
437.197	36.4886	269.106	20.9152	0.720795	3.34259	310
678.293	27.0875	201.628	18.9908	0.445246	2.06843	320
519.967	35.6633	200.016	18.94	0.439329	2.04094	317
778.499	32.8768	200	18.9402	0.439303	2.04037	380
461.441	21.546	1000.11	43.649	11.667	9.04484	308
736.453	22.3118	199.986	19.9176	0.485776	1.66805	244
993.806	46.2864	200.4	18.953	0.440776	2.04709	322
516.813	20.554	200.058	18.9419	0.439507	2.04144	314
699.667	10.5163	198.962	-12.3344	0.185341	11.1684	478
881.584	12.5644	199.007	-12.337	0.185462	11.1667	381
264.655	37.2436	210.706	19.2735	0.479251	2.22507	312
804.24	46.5044	200.119	18.9498	0.440009	2.03987	386
901.276	40.1096	200.189	18.945	0.439941	2.04409	319
231.053	48.0738	200.056	18.944	0.439602	2.04046	375
911.478	48.317	200.298	18.9543	0.440611	2.04343	320
616.081	17.9857	200.008	19.7658	0.478453	1.72046	242
384.526	37.6752	208.268	19.1976	0.46998	2.18294	315
269.037	47.5968	200.023	38.4282	1.80861	0.120448	312
241.984	47.4822	199.999	18.9441	0.439481	2.03867	376
345.001	22.6556	200.028	18.9406	0.43938	2.04108	310
284.273	40.4212	200	18.9425	0.439407	2.0394	373
640.004	32.3568	200.006	18.941	0.439351	2.04025	448
299.879	10.279	200.013	20.4232	0.510823	1.50951	236
617.721	34.8634	200.044	18.9427	0.439514	2.04066	317
258.975	26.7947	200.016	18.941	0.439376	2.04051	375
707.735	18.2451	200.087	18.943	0.439621	2.04184	312
